,strain,diet,BodyWeight_Wk8_[g],BodyWeight_Wk16_[g],BodyWeight_Wk28_[g],BodyWeight_Sacrifice_[g],BodyWeight_NIBP_[g],BodyWeight_preCLAMS_[g],FatMass_preCLAMS_[g],FatMass_preCLAMS_[%],LeanMass_preCLAMS_[g],LeanMass_preCLAMS_[%],BodyWeight_preWheel_[g],FatMass_preWheel_[g],FatMass_preWheel_[%],LeanMass_preWheel_[g],LeanMass_preWheel_[%],BodyWeight_postWheel_[g],FatMass_postWheel_[g],FatMass_postWheel_[%],LeanMass_postWheel_[g],LeanMass_postWheel_[%],BWGain_8-16Weeks_[g],BWGain_8-16Weeks_[%],BWGain_8-28Weeks_[g],BWGain_8-28Weeks_[%],BWLoss_AfterExercise_[%],FatMassLoss_AfterExercise_[%],DiastolicBP_NIBP_[mmHg],SystolicBP_NIBP_[mmHg],HeartRate_NIBP_[bpm],DayRER_CLAMS_[ratio],NightRER_CLAMS_[ratio],24hRER_CLAMS_[ratio],DayVO2_CLAMS_[mL/kg/hr],NightVO2_CLAMS_[mL/kg/hr],24hVO2_CLAMS_[mL/kg/hr],DayVCO2_CLAMS_[mL/kg/hr],NightVCO2_CLAMS_[mL/kg/hr],24hVCO2_CLAMS_[mL/kg/hr],NightXTot_CLAMS_[#/12hr],NightZTot_CLAMS_[#/12hr],FoodInTotal_CLAMS_[g],FoodInTotal_CLAMS_[kCal],WaterInTotal_CLAMS_[mL],VO2_LeanBWCor_Day,VO2_LeanBWCor_Night,Glucose0min_OGTT_[mg/dL],Glucose15min_OGTT_[mg/dL],Glucose30min_OGTT_[mg/dL],Glucose45min_OGTT_[mg/dL],Glucose60min_OGTT_[mg/dL],Glucose90min_OGTT_[mg/dL],Glucose120min_OGTT_[mg/dL],Glucose150min_OGTT_[mg/dL],Glucose180min_OGTT_[mg/dL],GlucoseAUC_OGTT_[AUC],InsulinAUC_OGTT_[AUC],Insulin0min_OGTT_[ng/mL],Insulin15min_OGTT_[ng/mL],Insulin30min_OGTT_[ng/mL],Fasted_Glucose_Insulin_[ratio],Glucose_Insulin_15m_OGTT[ratio],Glucose_Insulin_30m_OGTT[ratio],Glucose*Insulin_Fasted,OGTT_Homa_IR,OGTT_Homa_B,0H_ColdTest_[°C],1H_ColdTest_[°C],2H_ColdTest_[°C],3H_ColdTest_[°C],4H_ColdTest_[°C],5H_ColdTest_[°C],6H_ColdTest_[°C],Decrease_0-3H_[%],Decrease_0-6H_[%],Decrease_3-6H_[%],24hXYTot_TSE_[#/hr],DayXYTot_TSE_[#/hr],NightXYTot_TSE_[#/hr],24hZTot_TSE_[#/hr],DayZTot_TSE_[#/hr],NightZTot_TSE_[#/hr],FoodInTotal_TSE_[g],FoodInTotal_TSE_[kCal],BodyWeight_TSE,Dist_pre_[m],Dist_post_[m],Improvement_[meters],VO2Basal_pre,VO2Max_pre,RERBasal_pre,RERMax_pre,VO2Basal_post,VO2Max_post,RERBasal_post,RERMax_post,deltaVO2bas_Improve,deltaVO2m_Improve [mL/kg/min],DayRun_ActivityWheel_[km],NightRun_ActivityWheel_[km],24hRun_ActivityWheel_[km],Liver_[g],Heart_[g],scWAT_[g],perirenalWAT_[g],Kidney_[g],epididymalWAT_[g],Gastrocnemius_[g],Soleus_[g],Liver_[%],Heart_[%],scWAT_[%],perirenalWAT_[%],Kidney_[%],epididymalWAT_[%],Gastrocnemius_[%],Soleus_[%],Glucose_[mmol/L],Cholesterol_[mmol/L],HDL_[mmol/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,HDL_Norm[Z],LDL_[mmol/L],Triglycerides_[mmol/L],FFA_[mmol/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,FFA_Norm[Z],LacticAcid_[mmol/L],BloodProtein_[g/L],ALAT_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,ASAT_[U/L],ASAT_Norm[Z],LDH_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,LDH_Norm[Z],ALPL_[U/L],Amylase_[U/L],CreatineKinase_[U/L],Creatinine_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,Creatinine_Norm[Z],Iron_[umol/L],RBC.TotalRedBloodCells_[#*10^6/uL],%RBCm.MatureRBC_[%],#RBCm.MatureRBC_[#*10^9/L],HGB.Hemoglobin_[g/dL],HCT.Hematocrit_[%],MCV.MeanCorpuscularVolume_[fL/RBC],MCH.MeanCorpuscularHemoglobin_[pg/RBC],MCHC.MeanCorpuscularHemoglobinConcentration_[g/dL],CH.RedCellHemoglobinContent_[pg/RBC],RDW.RedCellDistributionWidth_[%],HDW.HemoglobinConcentrationDistributionWidth_[g/dL],%RETIC.ReticulocytePercent_[%],#RETIC.ReticulocyteCount_[#*10^9/L],MCVr.MeanCorpuscularVolumeofReticulocytes_[fL/RTC],MCHCr.MeanCorpuscularHemoglobinConcentrationofReticulocytes_[g/dL],CHr.RedCellHemoglobinContentofReticulocytes_[pg/RTC],%LRTC_PercentageofLowMatureReticulocytes_[%],#LRTC_CountofLowMatureReticulocytes_[#*10^9/L],%MRTC_PercentageofMediumMatureReticulocytes_[%],#MRTC_CountofMediumMatureReticulocytes_[#*10^9/L],%HRTC_PercentageofHighMatureReticulocytes_[%],#HRTC_CountofHighMatureReticulocytes_[#*10^9/L],PLT.Platelets_[#*10^3/µL],MPV.MeanPlateletVolume_[fL/PLT],PDW.PlateletDistributionWidth_[%],PCT.Plateletcrit_[%],MPC.MeanPlateletComponentConcentration_[g/dL],PCDW.PlateletComponentDistributionWidth_[g/dL],MPM.MeanPlateletMass_[pg/PLT],WBC.WhiteBloodCell_[#*10^3/µL],%NEUTR.Neutrophil_[%],%LYMPH.Lymphocyte_[%],%MONO.Monocyte_[%],%EOS.Eosinophil_[%],%BASO.Basophil_[%],%LUC.LargeUnknownCells_[%],#NEUTR.Neutrophil_[#*10^3/µL],#LYMPH.Lymphocyte_[#*10^3/µL],#MONO.Monocyte_[#*10^3/µL],#EOS.Eosinophil_[#*10^3/µL],#BASO.Basophil_[#*10^3/µL],#LUC.LargeUnknownCells_[#*10^3/µL]
73,BXD70,HFD,28.874,39.57,49.6,50.2833,42.7,38.815,10.8695,27.3425,26.912,69.89,47.583,,,,,36.73,8.236,21.4975,26.997,74.405,12.32,31.979352514769403,19.5,66.39548276192414,22.347428606950547,,104.5,131.25,706.75,0.7958,0.8011,0.799,3253.0,3594.0,3462.0,2599.0,2887.0,2775.0,30847.0,8093.0,2.658,13.555799999999998,3.0,4645.608810152041,5132.355536092034,122.0,333.5,340.0,328.0,301.0,248.5,170.75,145.0,141.5,41760.0,104.7733,1.32325,3.8255,3.084333,954584.4080720822,1225590.3464985073,1568546.599442332,165.63400000000001,7.361511111111112,8.148623376623377,37.9,36.95,37.225,37.15,37.1,37.3,37.6,1.995873918,0.8011094,-1.227626016,3069.0,2544.0,3594.0,219.0,162.0,276.0,3.186666,16.2519966,47.33,317.125,700.5,383.4,82.005,93.75,0.7815,0.98725,103.395,120.25,0.813,0.9705,26.5,26.5,0.939775,5.62775,6.567525,2.455,0.24,2.5555,0.21302,0.79585,1.4059,0.3666,0.018566,4.840741318255106,0.4785391426114985,5.0954461220915706,4.18,1.533,2.798,0.727576017735367,0.0371,20.86667,5.5,2.293333,0.46689100518878823,0.3233333,1.683333,1.79,0.2812122867840759,5.866666666666667,62.8,54.33333,45.33333,-0.48055749730630587,400.0,0.8612355904809451,104.3333,1467.667,29.33333,24.33333,-0.10313656887080891,31.73333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,BXD71,CD,26.18,38.59,38.16,36.86,36.01,38.586,11.21,29.01,25.93,67.3,37.38,10.995,29.04488,24.91,66.95,31.74,5.27,16.52,25.1,79.13,12.402,47.35354171399969,11.66,43.7875627597646,14.687657607094106,49.8294,100.3,124.1,680.2,0.749,0.774,0.765,2323.0,2563.0,2450.0,1751.0,1991.0,1878.0,33961.0,7604.0,0.706,2.1886,0.632,3492.5331708606054,3813.097430122907,79.2,295.0,373.0,367.0,354.8,250.2,174.4,144.6,122.2,43011.0,34.29,1.028,1.098,1.3486,1278988.0291467868,3328377.135791475,3329312.096376523,88.385,3.9282222222222223,24.815811260268482,36.78,34.44,34.34,34.66,33.92,32.88,32.78,5.7716,10.8856,5.422,2906.0,2240.0,3573.0,904.0,755.0,1052.0,2.68,8.308000000000002,39.42,263.4,446.6,183.2,72.53,94.4,0.8132,0.9914,,,,,,,0.256,5.55,5.81,1.4,0.216,0.886,0.659,0.459,1.192,0.304,0.019,3.801953431071918,0.5896275080928242,2.3745841981422773,1.74,1.25,3.229,0.8333040665143426,0.05225,16.1,3.55,3.563,-0.17336024547501985,0.1175,1.125,0.6325,-0.4046033507275498,7.800000000000001,57.125,55.75,55.75,-0.6802098160391314,236.3,-0.533842443395325,117.25,1192.3,130.0,32.3,2.0334190375619636,27.85,9.98,97.83,82654.0,14.3,45.4,45.5,14.38,31.5,14.38,12.75,2.09,2.18,217.95,54.13,30.78,16.53,62.2,573.75,33.45,307.5,4.35,40.25,1412.5,6.0,49.55,0.43,226.8,75.2,1.21,5.96,10.23,84.55,1.15,2.83,0.1,1.2,0.63,5.02,0.08,0.16,0.01,0.07
75,BXD71,HFD,32.0875,49.0,56.3,53.4,48.48,49.0,18.44,37.46,29.07,59.48,54.1,21.4,39.4,30.97,57.4,51.1,19.72,38.4,29.9,58.7,16.9125,52.84210218350681,23.47,71.26247991071543,5.542120134495719,7.96,76.3,107.3,690.9,,,,2545.0,3003.0,2817.0,1387.0,1656.0,1547.0,30589.0,6690.0,2.277,11.6127,2.785,,,161.0,472.0,528.0,547.0,544.0,504.0,440.0,384.3,357.7,81873.0,72.15,3.32,1.745,2.02,496892.01675040124,3012141.921864144,3207401.7829435784,533.2575,23.700333333333333,14.214255290153773,37.2,35.0,34.6,35.0,34.7,34.5,34.5,5.9,7.1,1.3,2916.0,2606.0,3226.0,140.0,91.0,189.0,2.93,14.96,50.09,325.0,263.0,63.3,61.1,74.67,0.794,0.966,68.75,77.33,0.825,0.97,7.67,2.6599999999999966,0.0043,2.2485,2.25,2.302,0.2211,2.738,2.588,0.659,1.417,0.3372,0.0258,4.263667757108443,0.41636422180206795,5.096517313448292,4.814,1.237,2.6811,0.6358499078910057,0.04834,12.3,3.47,3.4,-0.7172196905185458,0.303,1.593,0.74,0.023625214299275,3.8666666666666667,53.5,132.67,156.0,0.496809743624444,445.0,0.2082140283946807,122.3,1228.0,117.67,8.0,1.1254966193424225,23.1,10.64,96.8,87899.0,15.6,51.47,48.37,14.73,30.43,14.3,14.27,2.03,3.2,342.3,59.37,26.87,15.8,74.7,1070.0,21.9,338.0,3.33,53.67,958.7,5.1,47.87,0.24,254.3,78.6,1.18,10.9,7.87,87.03,2.53,1.37,0.13,1.0,0.81,9.54,0.27,0.15,0.01,0.11
76,BXD73,CD,27.0,32.37,31.9,30.8025,33.2,34.145,6.0055,16.88,26.9755,79.7125,33.398,,,,,32.015,,,,,6.1160000000000005,22.748877492877497,5.67,21.513233618233617,0.37645494695129833,,80.125,102.75,639.75,0.812,0.898,0.871,2710.0,3301.0,3072.0,2298.0,2990.0,2722.0,27031.0,6597.0,2.834,8.785400000000001,3.044,3274.0713529175428,4086.233966174332,157.75,217.25,189.0,200.5,218.25,196.5,170.75,157.0,,33566.0,49.13333,1.06875,1.89775,1.411333,1531404.1081625507,1279194.6923599096,1330767.7741924624,169.37925,7.527966666666668,4.06391496081413,36.4,35.775,34.75,35.375,35.075,34.55,34.6,2.813765614,4.940085754,2.179266236,3742.0,1982.0,5502.0,438.0,125.0,750.0,2.7425,8.501750000000001,33.45,442.5,600.575,158.07500000000005,79.53999999999999,123.0,0.796475,1.0342500000000001,90.97825,129.25,0.8907499999999999,1.1179999999999999,11.43825,6.25,5e-05,1.79995,1.8,1.13,0.207275,0.338,0.490325,0.447975,0.693825,0.275025,0.014725,3.6776445595987672,0.6813901303736689,1.0066601616631108,1.489,1.724,2.124,0.9016736872715054,0.0488,14.725,2.825,1.315,-0.9000168254636753,0.095,0.6425,1.22,-0.5791966781477208,6.05,50.425,32.33333,72.75,-0.14278415481476867,84.25,-0.7119910471337276,57.25,1047.5,87.33334,23.5,-0.24197425773535935,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,BXD73,HFD,27.0,41.648,44.8,43.915,40.0,42.262,15.3182,36.098,25.9488,61.548,42.736,,,,,41.82,,,,,14.648,54.695,16.12,59.551934650997154,3.8746839129372326,,82.25,104.75,644.5,0.764,0.762,0.762,2748.0,3391.0,3142.0,2101.0,2588.0,2400.0,19609.0,1323.0,1.13,5.762999999999999,0.764,4478.804797308867,5560.242688661424,125.8,299.8,312.6,330.6,319.0,255.4,215.6,190.6,,44394.0,82.66,1.3462,3.56325,2.2222,1424791.410940351,997704.0261868234,1500489.0534356204,179.50320000000002,7.97792,7.824146239126728,36.94,35.56,35.04,35.0,35.28,35.26,35.96,5.244247435,2.654855294,-2.754733474,3130.0,1666.0,4594.0,188.0,43.0,333.0,2.618,13.3518,42.29,403.0,519.75,116.75,69.8125,108.25,0.7601875,0.968,82.97825,109.0,0.8003750000000001,1.0145,13.16575,1.0,0.000125,1.802175,1.8023,1.24,0.2231,1.6922,1.39725,0.662575,1.9227,0.32615,0.018775,2.81635860473216,0.509861477006966,3.7909577688233393,3.16,1.512,4.401,0.7467122470503095,0.0424,14.2,3.575,1.485,-0.6624962143451893,0.17,1.41,1.3225,-0.4244740134012135,5.475,50.65,37.25,93.0,0.1066958519494974,237.75,0.052823802823049174,45.75,1168.5,17.0,27.5,0.42444664881448274,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,BXD73a,CD,27.98,40.9,41.4,41.2,41.6,41.588,13.884,33.4,26.5004,63.702,43.8075,15.57,35.522,26.591,60.718,40.765,12.57,30.73,26.64,65.4,12.925999999999998,46.24773894628576,13.616,47.92040030428077,6.176835209392475,,92.75,115.25,673.0,0.77986,0.81672,0.80198,2338.0,2672.0,2543.0,1839.0,2182.0,2049.0,21882.0,4785.0,,,1.128,3639.0,4203.202606665391,128.0,284.0,271.0,261.0,233.0,180.0,155.0,137.0,134.0,34553.0,121.7275,3.35525,4.593,3.6885,408988.2343140765,652266.2740003242,742471.2267007041,434.30550000000005,19.302466666666668,18.56554203396422,37.64,36.42,36.46,35.68,36.16,35.58,36.24,5.200058491,3.718975773,-1.605944255,3398.0,1966.0,4829.0,334.0,92.0,575.0,2.916,9.0396,44.66,219.8,404.3,184.5,67.44,96.0,0.7898125,0.9357500000000001,72.6465,110.0,0.81,0.97675,5.206499999999998,14.0,0.000425,1.052875,1.053275,1.3689,0.23254,,0.998,0.49162,1.44384,0.29332,0.01578,3.321862914381736,0.5655526331895739,,2.412,1.196,3.5046,0.7138686510557174,0.038423,15.7,3.1,1.31,-0.9070027257906895,0.124,0.864,1.388,-0.3256024569046648,6.540000000000001,48.46,31.2,78.6,-0.07071215286064735,168.0,-0.45613930416773096,74.2,1181.0,34.2,27.8,0.4744282168057207,25.7,10.4275,,,13.8,47.2,45.25,13.25,29.25,12.05,14.03,1.898,2.7,282.4,57.45,25.35,14.45,61.98,,33.25,,4.75,,1024.3,3.98,55.7,0.403,288.0,70.4,1.07,7.783,12.55,76.88,1.35,7.73,0.2,1.275,0.938,6.18,0.113,0.42,0.02,0.11
79,BXD73a,HFD,24.66,42.186,47.1,46.844,44.0,42.422,15.903,37.334,25.4716,60.192,47.0475,18.908,40.161,26.511,56.382,45.56,17.83,39.1,26.44,58.1,17.522,71.0452848067744,22.46,91.18185611055883,3.285251348811085,,97.25,123.375,658.5,0.76364,0.76986,0.76736,2718.0,3470.0,3179.0,2073.0,2669.0,2438.0,21725.0,4048.0,,,1.62,4490.0,5821.056894424611,162.0,244.0,286.0,301.0,284.0,244.0,198.0,176.0,173.0,41217.0,141.495,4.743,4.84,4.43975,430423.1214429438,636181.0082671912,873014.5746863715,766.7407499999999,27.26189333333333,17.3787946401131,38.18,37.22,37.52,37.06,36.24,36.7,36.88,2.933542996,3.404229612,0.481699998,2552.0,1582.0,3521.0,340.0,213.0,468.0,2.634,13.4334,46.33,124.0,340.3,216.3,66.37825000000001,80.75,0.7937500000000001,0.92675,63.935,96.25,0.7777500000000002,0.98725,-2.443249999999999,15.5,0.0084,0.78425,0.79265,1.7155,0.24192,,1.44374,0.48372,1.66352,0.28684,0.01776,3.6463699683470354,0.5157467022995007,,3.0820169071812824,1.037,3.565,0.6144421390009577,0.038,15.54,4.54,1.582,-0.5269697480011121,0.234,1.128,1.608,0.006485213770765425,3.96,49.24,39.0,90.4,0.07466385108099903,214.25,0.5164460946046654,56.6,1234.4,41.8,41.8,-0.6918083696565026,24.5,10.27,,,13.7,46.15,44.95,13.35,29.7,12.2,14.25,2.035,2.4,244.05,57.8,25.6,14.7,65.4,,30.4,,4.15,,774.5,3.9,55.5,0.295,290.5,69.75,1.055,8.565,10.05,83.15,1.9,3.35,0.25,1.25,0.875,7.115,0.165,0.275,0.025,0.105
80,BXD73b,CD,29.96,40.97,40.35,37.69,40.85,40.97,13.15,31.98,26.42,64.61,40.81,12.74,31.13,26.72,65.56,38.798,10.26,26.04,27.145,70.33,11.01,36.898159973567566,10.388,34.44042,4.950486273222873,20.387,89.6,120.6,672.6,0.778,0.814,0.799,2303.0,2790.0,2554.0,1793.0,2288.0,2048.0,23692.0,2935.0,1.348,4.178800000000001,1.388,3660.107101287809,4438.391712430526,103.4,298.0,322.0,308.0,298.0,231.2,200.0,168.2,169.6,41913.0,44.87,1.0022,1.7078,1.5648,1371579.4313042206,1870768.9644985523,2432560.283188422,105.40500000000002,4.684666666666667,9.180302608695651,35.6,35.4,35.1,35.4,35.1,35.2,34.9,0.6,2.1,1.6,2829.0,1741.0,3917.0,265.0,44.0,486.0,2.98,9.238,42.54,225.2,414.4,189.2,64.684,93.0,0.7968000000000001,0.9561999999999999,64.33333333333333,101.33333333333333,0.8293333333333334,0.9710000000000001,-0.061,9.3,0.025,2.653,2.678,1.2778,0.2203,1.146,1.1928,0.496,1.128,0.281,0.01716,3.382,0.5902,2.937,2.997,1.316,2.985,0.751,0.0458,15.54,3.02,2.964,-0.7963265188885132,0.148,1.06,0.636,-0.3906610253545836,3.7400000000000007,50.02,67.4,91.6,-0.25930057699734405,353.8,-0.11598022419094098,64.0,1180.0,273.4,14.8,0.11302555902487325,28.38,10.15,97.98,85200.4,14.2,44.68,43.96,14.0,31.84,14.06,13.18,2.09,2.02,205.52,51.6,31.36,16.02,71.26,626.2,26.22,231.4,2.52,22.2,1497.6,4.88,42.28,0.36,256.8,72.32,1.15,4.34,9.4,83.82,1.74,3.4,0.16,1.46,0.42,3.62,0.08,0.16,0.0,0.06
81,BXD73b,HFD,28.66,45.62,49.94,48.51,47.95,45.62,17.949,39.33,26.478,58.05,48.48,19.78,40.81,27.42,56.56,46.89,18.21,38.82,27.25,58.13,16.964,59.23,21.28,74.394,3.2273597665859803,7.83,105.5,128.8,664.0,0.747,0.776,0.766,2395.0,2861.0,2642.0,1789.0,2225.0,2020.0,18806.0,4861.0,3.185,16.243499999999997,1.77,4300.3999008367655,5003.294471661748,102.0,241.0,279.0,302.0,289.0,235.8,225.2,208.4,197.2,42630.0,70.854,1.2394,2.7762,2.6552,1003400.2642719591,872808.953739309,1165418.3952026349,125.7,5.5861333333333345,13.574007674441532,36.7,35.9,35.6,35.8,35.6,35.6,36.0,2.4,1.9,-0.5,2689.0,1752.0,3626.0,185.0,26.0,345.0,2.61,13.32,49.51,216.0,325.6,109.4,55.92,79.6,0.7754000000000001,0.9305999999999999,64.14,88.4,0.7791,0.9464000000000002,8.22,8.8,0.0072,2.213,2.221,1.692,0.2093,2.5357,1.622,0.5298,1.613,0.3117,0.02218,3.483,0.432,5.201,3.347,1.091,3.337,0.643,0.04571,17.78,4.3,4.184,0.47354625231359543,0.226,1.392,0.63,-0.414562154565383,4.58,55.38,97.8,105.4,-0.09727693686410373,386.4,-9.499793774725985e-05,59.0,1326.4,103.2,19.8,1.2080350209987443,29.64,10.34,97.74,86238.4,14.4,45.48,43.96,13.94,31.66,13.94,14.72,2.25,2.26,233.0,52.32,31.12,16.14,68.44,677.6,28.08,280.6,3.48,35.4,1342.8,4.82,42.4,0.33,258.4,74.78,1.15,7.55,10.68,80.06,2.54,3.62,0.12,3.0,0.76,6.1,0.18,0.27,0.01,0.23
82,BXD75,CD,27.198,35.264,35.0,32.876,35.2,35.264,7.6118,21.552,26.5004,75.18,36.978,8.6312,23.248,26.654,72.128,33.554,5.34,15.626,25.847,77.304,8.066,29.62063,7.77,28.222223573602264,9.326021285024591,39.258,91.875,119.125,711.625,0.78882,0.83306,0.81496,2334.0,2831.0,2639.0,1847.0,2360.0,2162.0,30954.0,4822.0,1.502,4.6562,2.392,3106.534398379943,3780.0752359121398,96.2,240.0,272.6,277.4,235.4,159.4,133.8,118.0,105.0,31779.0,68.328,1.3596,2.9756,1.7996,728498.1864615821,905663.5087144568,1626196.90502762,132.83440000000002,5.903751111111111,15.067309090909092,38.44,36.72,36.68,36.24,36.62,36.74,37.18,5.720981328,3.274520365,-2.602238329,3554.0,2979.0,4128.0,263.0,125.0,400.0,3.044,9.4364,38.68,535.6,563.6,28.0,79.414,123.6,0.7735,0.9712,78.78,133.6,0.85118,0.987,-0.634,10.0,0.03638,4.34858,4.3849599999999995,1.3966,0.17012,0.55766,0.45046,0.54694,1.16618,0.2976,0.01516,4.237873769714884,0.5192611450512694,1.649241390764781,1.324,1.67,3.44,0.9084513566695211,0.0472,19.2,4.5,2.154,-1.6394387686210607,0.138,0.932,1.4925,2.214562058622566,7.7,58.22,26.6,56.6,-0.6702300990744028,177.0,-0.8411515786587789,78.0,1265.4,53.75,29.4,1.7197731112679402,30.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,BXD75,HFD,27.25,43.002,46.6,46.39,40.6,43.002,16.5952,38.468,25.073,58.428,43.814,17.9242,40.306,24.4252,56.358,38.896,13.36,33.682,24.0294,62.42,15.756,57.91914,19.34,71.06796566231367,10.824200384884106,24.923,72.75,100.625,685.0,0.7373,0.75422,0.74754,2474.0,2811.0,2681.0,1834.0,2127.0,2013.0,23887.0,3621.0,0.992,5.0592,1.148,4185.232989488283,4855.619187709371,163.4,294.6,339.6,380.2,386.8,316.6,234.8,180.4,150.6,49358.0,172.06,2.4586,7.3964,5.6896,677124.9222310188,526909.0023068086,672413.0062733178,403.4974,17.933217777777777,8.89642284079237,38.24,37.42,37.48,37.34,36.98,37.12,37.3,2.352608471,2.45759463,0.102361514,2649.0,2135.0,3162.0,126.0,61.0,192.0,1.928,9.8328,45.23,395.2,588.4,193.2,71.516,95.0,0.7626,0.9246,76.884,106.6,0.7656,0.9342,5.368,11.6,0.03132,4.47518,4.506539999999999,2.6266,0.16685,2.04492,1.42376,0.52792,2.19294,0.29906,0.0153,5.663893984291525,0.3564729977291551,4.366041539439967,3.071,1.14,4.747,0.6464207467925848,0.033,18.2,6.06,2.438,-1.3438290415543404,0.222,0.868,0.45,-1.1315960308893689,4.34,52.96,72.0,117.6,0.045961353688471054,262.5,-0.6044044599942788,68.0,1065.4,55.0,22.2,0.9274044553672498,38.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,BXD77,CD,25.22,31.86,32.75,31.09,30.95,31.86,5.52,17.22,25.122,78.93,32.58,6.5,19.56,25.04,77.26,30.7,4.8,15.2,24.3,79.6,6.64,26.31,7.53,29.5,5.682055086050882,26.3,82.2,107.4,677.4,0.7826000000000001,0.8516,0.8218,2375.0,2800.0,2618.0,1859.0,2387.0,2159.0,32063.0,7268.0,,,2.08,3012.735940658998,3725.8646260270557,99.0,312.6,335.2,311.8,265.2,179.8,145.8,129.6,126.0,36650.0,25.919999999999998,0.132,1.292,0.738,12325594.825594828,2915647.7242317656,6122332.500336473,12.712,0.565,1.6624519480519482,36.8,36.6,35.6,35.4,35.5,35.8,35.4,3.8,3.8,0.1,3569.0,2318.0,4820.0,272.0,141.0,403.0,4.17,12.927,33.79,341.0,598.8,258.0,72.92,106.6,0.8013,0.9259999999999999,83.8,126.4,0.854,0.98,10.86,19.8,0.012,2.655,2.667,1.15,0.14,0.42,0.394,0.457,1.2,0.278,0.0175,3.667,0.455,1.3,1.225,1.48,3.761,0.903,0.0563,18.9,3.4200000000000004,3.2939999999999996,,0.144,0.6425,1.075,,5.725,51.275,118.8,61.6,,193.75,,87.2,1040.8,239.75,14.5,,25.83,9.6,97.7,82152.0,12.6,41.6,43.2,13.1,30.3,12.6,12.9,1.8,2.3,216.6,54.5,23.7,12.9,56.9,123.25,37.1,80.36,6.0,13.0,1306.0,6.6,60.2,0.39,207.0,80.5,1.15,3.46,9.7,83.9,3.7,2.1,0.1,0.5,0.34,2.9,0.12,0.08,0.0,0.02
85,BXD77,HFD,28.17,41.78,43.34,44.182,43.46,41.78,15.52,236.9,24.73,59.42,45.27,19.04,41.88,24.81,55.01,37.73,12.43,31.768,24.24,65.43,13.61,48.09,15.18,53.48,17.240384181075097,34.7,75.2,111.2,706.0,0.7484,0.7472000000000001,0.747,2337.601,2653.504,2522.194,1752.576,1987.649,1889.794,26881.0,7781.0,,,0.92,3921.9181979006817,4451.804706901596,180.0,376.0,473.0,493.0,475.0,375.0,285.0,229.0,205.0,61893.0,101.26,2.55,3.634,3.68,1051231.2219588514,1096480.1446312245,1508654.6605779584,468.076,20.8,7.886390313623079,36.8,35.8,35.8,35.6,35.2,35.5,35.2,3.3,4.3,1.0,2568.0,2125.0,3011.0,152.0,102.0,203.0,2.42,12.36,46.45,337.0,770.0,433.0,62.53,85.0,0.7468,0.8896,74.6,102.6,0.74,0.893,12.106,17.6,0.05,4.05,4.07,2.3866,0.1516,1.754,1.191,0.498,2.242,0.314,0.0178,5.39,0.3455,3.91,2.625,1.14,5.09,0.714,0.041,18.36,5.3,4.654,,0.30599999999999994,0.624,0.636,,3.3599999999999994,49.38,162.6,103.6,,295.6,,78.4,1144.2,64.6,7.0,,28.34,9.59,97.2,82636.0,12.85,42.1,43.95,13.38,30.48,12.83,14.2,2.0,2.8,270.0,56.65,23.38,13.2,51.48,138.95,39.9,107.77,8.65,23.34,1139.0,5.15,48.13,0.3,249.0,78.3,1.16,8.01,13.88,78.63,2.13,4.33,0.1,1.0,1.12,6.26,0.15,0.4,0.01,0.08
